,EURUSD,GOLD,HYG,LQD,QQQ,SPY,US10Y_YIELD,US2Y_YIELD,US30Y_YIELD,USDJPY
2024-06-20,,,,,,,,,,
2024-06-21,,,,,,,,,,
2024-06-24,,,,,,,,,,
2024-06-25,,,,,,,,,,
2024-06-26,,,,,,,,,,
2024-06-27,,,,,,,,,,
2024-06-28,,,,,,,,,,
2024-07-01,,,,,,,,,,
2024-07-02,,,,,,,,,,
2024-07-03,,,,,,,,,,
2024-07-04,,,,,,,,,,
2024-07-05,,,,,,,,,,
2024-07-08,,,,,,,,,,
2024-07-09,,,,,,,,,,
2024-07-10,,,,,,,,,,
2024-07-11,,,,,,,,,,
2024-07-12,,,,,,,,,,
2024-07-15,,,,,,,,,,
2024-07-16,,,,,,,,,,
2024-07-17,,,,,,,,,,
2024-07-18,,,,,,,,,,
2024-07-19,,,,,,,,,,
2024-07-22,,,,,,,,,,
2024-07-23,,,,,,,,,,
2024-07-24,,,,,,,,,,
2024-07-25,,,,,,,,,,
2024-07-26,,,,,,,,,,
2024-07-29,,,,,,,,,,
2024-07-30,,,,,,,,,,
2024-07-31,,,,,,,,,,
2024-08-01,,,,,,,,,,
2024-08-02,,,,,,,,,,
2024-08-05,,,,,,,,,,
2024-08-06,,,,,,,,,,
2024-08-07,,,,,,,,,,
2024-08-08,,,,,,,,,,
2024-08-09,,,,,,,,,,
2024-08-12,,,,,,,,,,
2024-08-13,,,,,,,,,,
2024-08-14,,,,,,,,,,
2024-08-15,,,,,,,,,,
2024-08-16,,,,,,,,,,
2024-08-19,,,,,,,,,,
2024-08-20,,,,,,,,,,
2024-08-21,,,,,,,,,,
2024-08-22,,,,,,,,,,
2024-08-23,,,,,,,,,,
2024-08-26,,,,,,,,,,
2024-08-27,,,,,,,,,,
2024-08-28,,,,,,,,,,
2024-08-29,,,,,,,,,,
2024-08-30,,,,,,,,,,
2024-09-02,,,,,,,,,,
2024-09-03,,,,,,,,,,
2024-09-04,,,,,,,,,,
2024-09-05,,,,,,,,,,
2024-09-06,,,,,,,,,,
2024-09-09,,,,,,,,,,
2024-09-10,,,,,,,,,,
2024-09-11,,,,,,,,,,
2024-09-12,,,,,,,,,,
2024-09-13,,,,,,,,,,
2024-09-16,,,,,,,,,,
2024-09-17,,,,,,,,,,
2024-09-18,,,,,,,,,,
2024-09-19,,,,,,,,,,
2024-09-20,,,,,,,,,,
2024-09-23,,,,,,,,,,
2024-09-24,,,,,,,,,,
2024-09-25,,,,,,,,,,
2024-09-26,,,,,,,,,,
2024-09-27,,,,,,,,,,
2024-09-30,,,,,,,,,,
2024-10-01,,,,,,,,,,
2024-10-02,,,,,,,,,,
2024-10-03,,,,,,,,,,
2024-10-04,,,,,,,,,,
2024-10-07,,,,,,,,,,
2024-10-08,,,,,,,,,,
2024-10-09,,,,,,,,,,
2024-10-10,,,,,,,,,,
2024-10-11,,,,,,,,,,
2024-10-14,,,,,,,,,,
2024-10-15,,,,,,,,,,
2024-10-16,,,,,,,,,,
2024-10-17,,,,,,,,,,
2024-10-18,,,,,,,,,,
2024-10-21,,,,,,,,,,
2024-10-22,,,,,,,,,,
2024-10-23,,,,,,,,,,
2024-10-24,,,,,,,,,,
2024-10-25,,,,,,,,,,
2024-10-28,,,,,,,,,,
2024-10-29,,,,,,,,,,
2024-10-30,,,,,,,,,,
2024-10-31,,,,,,,,,,
2024-11-01,,,,,,,,,,
2024-11-04,,,,,,,,,,
2024-11-05,,,,,,,,,,
2024-11-06,,,,,,,,,,
2024-11-07,,,,,,,,,,
2024-11-08,,,,,,,,,,
2024-11-11,,,,,,,,,,
2024-11-12,,,,,,,,,,
2024-11-13,,,,,,,,,,
2024-11-14,,,,,,,,,,
2024-11-15,,,,,,,,,,
2024-11-18,,,,,,,,,,
2024-11-19,,,,,,,,,,
2024-11-20,,,,,,,,,,
2024-11-21,,,,,,,,,,
2024-11-22,,,,,,,,,,
2024-11-25,,,,,,,,,,
2024-11-26,,,,,,,,,,
2024-11-27,,,,,,,,,,
2024-11-28,,,,,,,,,,
2024-11-29,,,,,,,,,,
2024-12-02,,,,,,,,,,
2024-12-03,,,,,,,,,,
2024-12-04,,,,,,,,,,
2024-12-05,,,,,,,,,,
2024-12-06,,,,,,,,,,
2024-12-09,,,,,,,,,,
2024-12-10,,,,,,,,,,
2024-12-11,,,,,,,,,,
2024-12-12,,,,,,,,,,
2024-12-13,,,,,,,,,,
2024-12-16,,,,,,,,,,
2024-12-17,,,,,,,,,,
2024-12-18,,,,,,,,,,
2024-12-19,,,,,,,,,,
2024-12-20,,,,,,,,,,
2024-12-23,,,,,,,,,,
2024-12-24,,,,,,,,,,
2024-12-25,,,,,,,,,,
2024-12-26,,,,,,,,,,
2024-12-27,,,,,,,,,,
2024-12-30,,,,,,,,,,
2024-12-31,,,,,,,,,,
2025-01-01,,,,,,,,,,
2025-01-02,,,,,,,,,,
2025-01-03,,,,,,,,,,
2025-01-06,,,,,,,,,,
2025-01-07,,,,,,,,,,
2025-01-08,,,,,,,,,,
2025-01-09,,,,,,,,,,
2025-01-10,,,,,,,,,,
2025-01-13,,,,,,,,,,
2025-01-14,,,,,,,,,,
2025-01-15,,,,,,,,,,
2025-01-16,,,,,,,,,,
2025-01-17,,,,,,,,,,
2025-01-20,,,,,,,,,,
2025-01-21,,,,,,,,,,
2025-01-22,,,,,,,,,,
2025-01-23,,,,,,,,,,
2025-01-24,,,,,,,,,,
2025-01-27,,,,,,,,,,
2025-01-28,,,,,,,,,,
2025-01-29,,,,,,,,,,
2025-01-30,,,,,,,,,,
2025-01-31,,,,,,,,,,
2025-02-03,,,,,,,,,,
2025-02-04,,,,,,,,,,
2025-02-05,,,,,,,,,,
2025-02-06,,,,,,,,,,
2025-02-07,,,,,,,,,,
2025-02-10,,,,,,,,,,
2025-02-11,,,,,,,,,,
2025-02-12,,,,,,,,,,
2025-02-13,,,,,,,,,,
2025-02-14,,,,,,,,,,
2025-02-17,,,,,,,,,,
2025-02-18,,,,,,,,,,
2025-02-19,,,,,,,,,,
2025-02-20,,,,,,,,,,
2025-02-21,,,,,,,,,,
2025-02-24,,,,,,,,,,
2025-02-25,,,,,,,,,,
2025-02-26,,,,,,,,,,
2025-02-27,,,,,,,,,,
2025-02-28,,,,,,,,,,
2025-03-03,,,,,,,,,,
2025-03-04,,,,,,,,,,
2025-03-05,,,,,,,,,,
2025-03-06,,,,,,,,,,
2025-03-07,,,,,,,,,,
2025-03-10,,,,,,,,,,
2025-03-11,,,,,,,,,,
2025-03-12,,,,,,,,,,
2025-03-13,,,,,,,,,,
2025-03-14,,,,,,,,,,
2025-03-17,,,,,,,,,,
2025-03-18,,,,,,,,,,
2025-03-19,,,,,,,,,,
2025-03-20,,,,,,,,,,
2025-03-21,,,,,,,,,,
2025-03-24,,,,,,,,,,
2025-03-25,,,,,,,,,,
2025-03-26,,,,,,,,,,
2025-03-27,,,,,,,,,,
2025-03-28,,,,,,,,,,
2025-03-31,,,,,,,,,,
2025-04-01,,,,,,,,,,
2025-04-02,,,,,,,,,,
2025-04-03,,,,,,,,,,
2025-04-04,,,,,,,,,,
2025-04-07,,,,,,,,,,
2025-04-08,,,,,,,,,,
2025-04-09,,,,,,,,,,
2025-04-10,,,,,,,,,,
2025-04-11,,,,,,,,,,
2025-04-14,,,,,,,,,,
2025-04-15,,,,,,,,,,
2025-04-16,,,,,,,,,,
2025-04-17,,,,,,,,,,
2025-04-18,,,,,,,,,,
2025-04-21,,,,,,,,,,
2025-04-22,-0.14155664772104276,-0.13011570337070946,-0.12483189023737402,-0.11979403610790101,-0.1769056578386669,-0.2575022244582849,-0.1741746370467615,-0.1669748332551892,-0.19508010508613888,-0.13308210998581785
2025-04-23,-0.1341719648270169,-0.1259351977324418,-0.11838576711289116,-0.10064176971809366,-0.16922455748114268,-0.2545106664762266,-0.17228222998618387,-0.16281043166803807,-0.19267977293521973,-0.13196013956415356
2025-04-24,-0.14229244516340653,-0.13401327819386843,-0.12258074518643108,-0.13396842969717088,-0.16802002215759285,-0.25595189881913677,-0.17995860421891327,-0.17316281771346367,-0.19552483043886554,-0.13275158306830617
2025-04-25,-0.1597169102502431,-0.15534467593829776,-0.1244128319858332,-0.1287428816438684,-0.16824876337220102,-0.25957196313800923,-0.20643549013116508,-0.19209570275814872,-0.2004389545445667,-0.1453201418513388
2025-04-28,-0.13053180630470904,-0.12918513080998006,-0.12001957563961345,-0.12735726387922675,-0.16252897691962107,-0.24887599329874,-0.17498142005037687,-0.16830717192466516,-0.18864486675457204,-0.11598722482761789
2025-04-29,-0.10611032302894711,-0.11241124050237346,-0.10619976924282931,-0.10404052408860526,-0.16016617847906353,-0.24176940874105657,-0.1535547158878191,-0.14772318908010112,-0.18464939517986678,-0.10185411654586522
2025-04-30,-0.1119178925070551,-0.11086918817561038,-0.1036245092347365,-0.08398749833250485,-0.15784895213565117,-0.2365873214115568,-0.14184789994187252,-0.12829021713588515,-0.18416680281220182,-0.10893010281457043
2025-05-01,-0.10709322047338282,-0.11110383766043391,-0.10550634324309126,-0.0677402187216574,-0.1507002554921263,-0.23029806563273833,-0.14155502075420867,-0.12172633806320302,-0.18349343725271478,-0.0914637626623386
2025-05-02,-0.1035683807180391,-0.10789616372717467,-0.10116638139053609,-0.07860044444229236,-0.15627683145298268,-0.23171624284113587,-0.14150754782493752,-0.121603408772354,-0.18267072589585473,-0.08702534906494375
2025-05-05,-0.10823682953778312,-0.1102380025704389,-0.10280874555379171,-0.08929854477106189,-0.1611888154903713,-0.23105097410198636,-0.14215703622853484,-0.12175805017826989,-0.18239036871053463,-0.08767087455426531
2025-05-06,-0.1090692057709711,-0.11403779826175733,-0.10374076905401425,-0.08177648679274409,-0.1678587625758659,-0.23075431191963156,-0.14988313585706864,-0.12964296584237334,-0.18388058922217693,-0.08903894800715648
2025-05-07,-0.10738029164709563,-0.1078331823281442,-0.10392506620413754,-0.0848176138406153,-0.15480605990649335,-0.22868177026930117,-0.13493645196168605,-0.11852594002418523,-0.17520710977079798,-0.08342743518078785
2025-05-08,-0.10584369828001465,-0.10889007742485037,-0.10301399426841981,-0.08655833669439844,-0.15903284399836204,-0.2302849011452514,-0.1383274055114345,-0.1272950450867106,-0.17766649456174927,-0.08054572031226097
2025-05-09,-0.10663047614599959,-0.10628306054790718,-0.10631983530132033,-0.0862183159716969,-0.15566263540554642,-0.22259791057732564,-0.12935740757280173,-0.11004023295395046,-0.17415640428798196,-0.08205073549155444
2025-05-12,-0.1052036937213434,-0.09924239599098514,-0.10826649640754586,-0.08592417244682056,-0.15267247481593485,-0.21714324032839288,-0.12002747665140234,-0.10045932715480264,-0.16959953618890808,-0.07838489345074261
2025-05-13,-0.10588449446475048,-0.10578230300804357,-0.11221220450698756,-0.08937708262986048,-0.15442736871689067,-0.21692209695503117,-0.1263995838673307,-0.1089882631865113,-0.17266304286173176,-0.08018453641677642
2025-05-14,-0.11932310661250911,-0.11752982517211158,-0.11492557933388396,-0.0914183860968881,-0.1543800840721796,-0.2215909176173733,-0.1527018809339555,-0.13040146768941646,-0.1782865107327488,-0.08359550587442696
2025-05-15,-0.12253456205334312,-0.11666184825123074,-0.11676982568888075,-0.09063682217339626,-0.1539138935812196,-0.22479568814453774,-0.14687660747972173,-0.12886859417701155,-0.17891578370769076,-0.08216981478261945
2025-05-16,-0.11997673774923127,-0.11656708589800986,-0.12035587329268256,-0.09002656818958003,-0.15439678784043126,-0.22627247311223814,-0.14856741227134862,-0.12881206550368812,-0.17880916441312386,-0.08270012476403221
2025-05-19,-0.1255676263387652,-0.11635531040443414,-0.12460871115708982,-0.09536782349614406,-0.1535823927349165,-0.22831671329516873,-0.14240791642213038,-0.12182986884262215,-0.17882041864130438,-0.0867491350446806
2025-05-20,-0.14203037350596462,-0.11627318664214915,-0.11661426336629047,-0.06328616763868433,-0.15359288417574007,-0.2224588143249899,-0.13330588120031195,-0.10705138279256053,-0.17512762961251546,-0.10074348268588727
2025-05-21,-0.10764857516342637,-0.10294859473307386,-0.09048189971827394,0.0008753889502782097,-0.1551946902496482,-0.20551954692403007,-0.10328031985895712,-0.07540453987381696,-0.1680001147845736,-0.09118074039867485
2025-05-22,-0.09338138532706781,-0.0699250587103219,-0.04652355185135673,0.07512930552342334,-0.11662996470575686,-0.16710649512103518,-0.034214069584189044,-0.01767824919210322,-0.14494828947136268,-0.08494679349499819
2025-05-23,-0.08767747356115047,-0.053698109038942655,-0.03510771042596564,0.09270572861302935,-0.10045669339609667,-0.13961423854600302,0.0019534052403815997,0.008870852068734407,-0.13256501738508564,-0.08120510845126323
2025-05-26,-0.08983684859502639,-0.05744254392603896,-0.027708854388700823,0.09913198603742673,-0.07490166516154112,-0.11427279598526965,-0.0048765692618204445,0.017028677898816916,-0.12929138846771832,-0.08665189601438382
2025-05-27,-0.08861934255133985,-0.0552489871273569,-0.05082318372052371,0.08838099320563651,-0.09332091866174577,-0.12514843128632833,-0.0022679218868697417,0.009759963752823012,-0.13018804113243423,-0.0872022463391109
2025-05-28,-0.0797431105602222,-0.04790793649803767,-0.03067969513270763,0.12228077419222833,-0.08370854020872015,-0.11654908318885099,0.012153996902973961,0.03176381962726017,-0.1268018819805077,-0.0900514920182544
2025-05-29,-0.031919251473588546,-0.016627817280668828,-0.016530016166837663,0.15465264604985512,-0.06746853604850706,-0.10214032118266463,0.07243025056672228,0.0680814962969356,-0.10965047227699427,-0.0685308929380538
2025-05-30,-0.026819792332294642,-0.017159966476223504,-0.017081294342907873,0.14970717887525822,-0.05544001935298238,-0.09639694294001422,0.07628571720957686,0.07580072182829443,-0.10579542261477334,-0.07187663728965767
2025-06-02,-0.027505013474153336,-0.016732368235502497,-0.016638729648336185,0.1494795622181076,-0.053563236520368825,-0.09647282825432103,0.07327319137732777,0.07464924477925856,-0.10658250050850357,-0.06779540111355263
2025-06-03,-0.029108143326446543,-0.01824228187236225,-0.014099023246021079,0.14862559882203494,-0.05372801866498967,-0.09626324430506521,0.07367753761227808,0.07512083577721838,-0.10543973537503451,-0.07522557513676521
2025-06-04,-0.02214308321110855,-0.016585948651054647,-0.018750926011152635,0.14684257827607491,-0.05389396476382323,-0.09706373224214253,0.07263751604818224,0.07312297449571141,-0.10618313121837493,-0.06704679864160532
2025-06-05,-0.025699405862708784,-0.01560711084592449,-0.004431308597968388,0.15769177175241536,-0.05277921283296515,-0.0955547014255921,0.07726998710789056,0.07759966449813731,-0.10513181031000045,-0.07019165740513518
2025-06-06,-0.02880920726262606,-0.015199186679386183,-0.0036357052777137573,0.16417314459761517,-0.05259664777694773,-0.09279854439895745,0.081234364922015,0.08100987925014455,-0.104322140852767,-0.07256354358136481
2025-06-09,-0.04490418139581759,-0.020498478566408688,-0.004813299127551744,0.15164941048644862,-0.05281564228724148,-0.09874600432639977,0.06439924412354119,0.07235671864369325,-0.10753233540118083,-0.07871805254577739
2025-06-10,-0.015848536190078952,-0.0076045728422132666,0.004730021864411804,0.15341543285553907,-0.05793621023887269,-0.0991301832130755,0.09578135019101666,0.08255996986750057,-0.09729893851206642,-0.06207888049884833
2025-06-11,-0.023171348400073403,-0.0036405200841897836,0.009156821908106436,0.1605639499753723,-0.05917958003460585,-0.10044681869599087,0.10298407938072222,0.0876564795350704,-0.09340348568902077,-0.0672591826572874
2025-06-12,-0.01685876380277114,-0.0056679866963141095,0.009295815266125568,0.1682887986920523,-0.05724789196064816,-0.09891148759101992,0.09974903159693561,0.08674755422836844,-0.09268849792839624,-0.0635047438468118
2025-06-13,0.007213831763527252,-0.0010952448690146061,0.008995356467614625,0.15853812081512106,-0.06035766662600692,-0.09991882573465509,0.10630587965416523,0.08734396791704666,-0.09242051111839245,-0.05356704290553242
2025-06-16,0.03250980051949465,0.009067960538480994,0.016701899795490725,0.16237738268863275,-0.05320163638772928,-0.09329147682038096,0.12089028892610879,0.0954783360901403,-0.09207868181206746,-0.042732879481263926
2025-06-17,0.03172384616197774,0.005171931121007378,0.014424742961002103,0.15491078083302456,-0.06591070704650834,-0.1037430942898835,0.10984076798422375,0.08342138661538073,-0.09193720380792421,-0.03422672200142618
2025-06-18,0.03167161131043669,0.0036765196719246076,0.012433823196326197,0.14583417476089572,-0.053730799661618096,-0.10693820965044744,0.10856784554376508,0.08345918078954749,-0.09183325605638566,-0.02580135817176187
2025-06-19,0.012197178784595681,-0.003466073051027638,0.0028382564008904107,0.13755749886893304,-0.031801062941960015,-0.11144494366641447,0.10664191699087744,0.08543533685670497,-0.09208363768024795,-0.03413640858591356
2025-06-20,-0.019298764100558766,-0.022488322412479802,-0.00893610298248465,0.13033275628220578,-0.027121177405002073,-0.11437359122194207,0.07332087127769805,0.06643392583845374,-0.09248421694028959,-0.043223449255774905
2025-06-23,-0.0372301690210121,-0.03176561091055494,-0.017202695091702126,0.12783089716982335,-0.025575867432480928,-0.11581579129163538,0.05837551856763227,0.057705069916561214,-0.09263101146131243,-0.049147461237654136
2025-06-24,-0.012108444897994454,-0.00974700979919239,0.03352493682183767,0.15832254246068275,0.003642142579507295,-0.10302013164379581,0.08775590853788776,0.08916383724609354,-0.09233655824655779,-0.04558544531987047
2025-06-25,-0.05638986311647637,-0.06503136317281084,-0.0840528812545323,0.08090645391104896,-0.09612597408973055,-0.15880412305907174,0.017239029721043426,-0.0004920326122692772,-0.09276019322741687,-0.04714361744504333
2025-06-26,-0.04239573181641742,-0.04686115264455389,-0.07090139829289702,0.06881192957070095,-0.07836402979023356,-0.146233858417163,0.0376494453089494,0.013125781924705272,-0.09244852991118614,-0.044636154719131564
2025-06-27,-0.0468559030244573,-0.051162598739805706,-0.07145441463278282,0.06993975685850727,-0.08017647549178733,-0.1474345398535563,0.02854311148554856,0.009269012215692868,-0.09252426113793816,-0.0466073273223932
2025-06-30,-0.045772328349578784,-0.05029979130811107,-0.07000624906081777,0.07107630452623369,-0.08077281861840895,-0.1448603982109055,0.029592215105963132,0.011228449518158516,-0.09253382588173532,-0.04752760335960707
2025-07-01,-0.04539675018456855,-0.050240121403570835,-0.07331064722281437,0.07194001732401914,-0.08085522841065605,-0.14343548793808591,0.029604481158902803,0.010969477273655263,-0.09252747036858963,-0.04821876241910213
2025-07-02,-0.04684759107769734,-0.050592067231796704,-0.06976960249192822,0.07036300774480297,-0.08089773306586358,-0.14423464355433568,0.029504758181784982,0.011712681064111316,-0.09246481247208986,-0.04887979963153444
2025-07-03,-0.048401497807399094,-0.05028363307564857,-0.06713689023956786,0.0695487163332913,-0.08158937027197581,-0.1451060459294716,0.029777547744823107,0.010836801112497763,-0.0922950687896801,-0.049245753940055745
2025-07-04,-0.0518625872433814,-0.050167165366651924,-0.06555547613914248,0.06949073182463418,-0.073907304856028,-0.14360152174307683,0.030349279984772153,0.010741080406420984,-0.0920949897065086,-0.05047910155114443
2025-07-07,-0.03907459398228752,-0.046445073112795984,-0.0647386996326926,0.06989990040793519,-0.08831852656688424,-0.1497040961823906,0.03048784290201301,0.012306596345190192,-0.091782164472284,-0.048251078138351666
2025-07-08,-0.03912705055925361,-0.045995658445995596,-0.06430740451913425,0.06990712749441434,-0.08504130891608236,-0.15363865873170116,0.03050574674456606,0.009375167163638818,-0.0916443815597952,-0.047136217152178396
2025-07-09,-0.03915612303048134,-0.04598942024593364,-0.06408780843339326,0.06991682459877448,-0.08503865547924586,-0.1512990713959398,0.030482072428501407,0.009544142587931969,-0.09164985121060112,-0.04834396868969271
2025-07-10,-0.039704498719586784,-0.045450499273039555,-0.06493137608772057,0.0699398681781871,-0.08483038218392601,-0.15003066909039142,0.030566389666761784,0.009747651035391944,-0.0916140446527675,-0.04470702126984301
2025-07-11,-0.041421591269344304,-0.0442239878056768,-0.06288739172244662,0.06974481111417619,-0.08320692698212516,-0.1466164480240426,0.030321291466190232,0.0107753183380324,-0.0920315276114182,-0.056233625359434145
2025-07-14,-0.040140378345898134,-0.04496618681714031,-0.0637947276978499,0.06898737156026666,-0.08513964659040368,-0.14100845722907862,0.030460412885577704,0.00985101630805163,-0.09150330932781404,-0.0471413669207314
2025-07-15,-0.039934714309617696,-0.045337491881421575,-0.06370337464446675,0.06761993170872604,-0.08472250272600762,-0.14150382205204184,0.03045605400447296,0.009948496827187315,-0.09136937501866624,-0.046718338865639406
2025-07-16,-0.040200316160793684,-0.04325168635555702,-0.06391166049979577,0.06965765648609373,-0.0869288114925384,-0.14540265985724996,0.030453406390158262,0.009232985880210568,-0.09142703132603168,-0.04673971422099797
2025-07-17,-0.053508456245571975,-0.044284630015656544,-0.06076687977010576,0.06398320600774644,-0.09500225819753853,-0.1510038894249629,0.03038012910432423,0.0019271586580458266,-0.09157534698749653,-0.05241306297436292
2025-07-18,-0.04618643640920189,-0.04292763150157556,-0.06337631530926426,0.06448948723485168,-0.08329253984865327,-0.1438441953302202,0.030359732323354777,0.007589038774368342,-0.09155084317408808,-0.05215509309279854
2025-07-21,-0.03506605453421507,-0.029969082431662644,-0.05411059732754629,0.06530811608251202,-0.05392713947070917,-0.1247475182644832,0.030342775875170844,0.02177258528605714,-0.09154672226510104,-0.05216984882580697
2025-07-22,-0.03753767080391294,-0.03335187158255339,-0.057479017851535176,0.06671733200078575,-0.06616230726361393,-0.12822420814369814,0.03038309937528397,0.017384581760984442,-0.09134566193151918,-0.05019022952997229
2025-07-23,-0.037001572809706555,-0.032003151436353114,-0.056668416933300395,0.06718234875090913,-0.05795568218116472,-0.12437944750151093,0.030401803165056408,0.018689268217911975,-0.0911913524829657,-0.04950568481793895
2025-07-24,-0.03233097311071094,-0.024658735865156777,-0.05597852711624556,0.0642962582857109,-0.05011794575090398,-0.11545942376169917,0.030340483307582117,0.025286862385610644,-0.09137535181063168,-0.05209267178649377
2025-07-25,-0.02868948656835554,-0.029250478649326325,-0.056855055267520174,0.06738332083348446,-0.04689487568932819,-0.11524821580750355,0.030246094032726763,0.02687642286561717,-0.0915764879440225,-0.057593597354321284
2025-07-28,-0.031337480980859124,-0.022728755194135544,-0.05197093568681808,0.062480244358087716,-0.05213179025538207,-0.11393863717957241,0.030368436342857515,0.023571397823857525,-0.09111759663705014,-0.05164394000579948
2025-07-29,-0.03381455548070792,-0.02499112588475596,-0.05516741614884183,0.05655121154079978,-0.048658300462455166,-0.11357996073514738,0.03000093601787419,0.018274898610641507,-0.09142925875193691,-0.056725849588871544
2025-07-30,-0.031178516438508417,-0.022277068344948643,-0.04934842157933124,0.06103670702859813,-0.05215070993358827,-0.11085654388206014,0.030201829736133307,0.0224073969478253,-0.09120191126494613,-0.05570784864838414
2025-07-31,-0.01601230821876873,-0.003869199186297938,-0.02460745456192782,0.0771495797222855,-0.03112040236670946,-0.0977472046234054,0.030680627964016757,0.04616161069561022,-0.09053376599773899,-0.05409663284838677
2025-08-01,-0.018249074141269896,-0.007242606100620183,-0.03121421976471581,0.07427564841544085,-0.036687091120035514,-0.09964289744469539,0.03074301395761573,0.0416461998602764,-0.09046114228787357,-0.053266429283425336
2025-08-04,-0.01826142095029983,-0.007568242755188199,-0.028022158027704643,0.07526972659193323,-0.03512157713266981,-0.09875647670678141,0.030756262580555804,0.04296185621657445,-0.09046179484499481,-0.05270293428462611
2025-08-05,-0.018247076501195017,-0.006976851205051666,-0.030930951350521464,0.07654486077538686,-0.03727642343476889,-0.099801201288476,0.030760141717836195,0.039780140987265164,-0.0904687920680065,-0.056632824591189894
2025-08-06,-0.01472040902469259,0.0024221524903275124,-0.024283002067136066,0.0732399558035978,-0.031347408895946303,-0.09434684249873612,0.030785455227013474,0.05205598954190087,-0.09060847591710366,-0.062221993495573995
