,gross_pnl,costs,net_pnl
2025-11-25,-0.0008879558956756187,0.0006718453624983552,-0.001559801258173974
2025-11-26,-0.00017132581972637158,0.0006712199706343316,-0.0008425457903607032
2025-11-27,0.0004410692902739134,0.0006394861422929147,-0.00019841685201900134
2025-11-28,-0.001550148597160964,0.000650186845389139,-0.0022003354425501028
2025-12-01,0.0009342092182867006,0.0006429345850720747,0.0002912746332146259
2025-12-02,0.0002130984559466332,2.1284373207329093e-05,0.0001918140827393041
2025-12-03,0.0019983611598519023,2.8245809575855754e-05,0.0019701153502760466
2025-12-04,-0.000372986908910181,4.479774048423104e-05,-0.00041778464939441203
2025-12-05,-0.001422467515294495,0.0006603110661569304,-0.0020827785814514256
2025-12-08,-0.0004666313910406799,3.276364800255091e-05,-0.0004993950390432308
2025-12-09,0.00017986616866569566,0.0006111609430326997,-0.00043129477436700404
2025-12-10,0.0010256463892838216,1.7088871279071104e-05,0.0010085575180047504
2025-12-11,0.0034103757729534038,9.821235158322744e-06,0.003400554537795081
2025-12-12,-0.0015976703023631272,0.0006908729901548107,-0.002288543292517938
2025-12-15,0.0001819529012922729,0.0006875154713886006,-0.0005055625700963277
2025-12-16,0.0013319829335555664,0.0006335461382633185,0.0006984367952922479
2025-12-17,0.0017736338674005214,4.7997085311070296e-05,0.0017256367820894512
2025-12-18,0.0009088422998022258,0.0006784074780404366,0.00023043482176178921
2025-12-19,-0.001617147690746739,2.1539809252126165e-05,-0.0016386874999988652
2025-12-22,0.0008164156006037338,0.0006266121067780022,0.0001898034938257316
2025-12-23,0.0001630660170712431,7.755574858495719e-05,8.55102684862859e-05
2025-12-24,0.0009166047558608354,1.1493396530825092e-05,0.0009051113593300103
2025-12-25,-0.0013916197541405486,0.0005865330187330256,-0.001978152772873574
2025-12-26,0.0001536783131312093,5.131462659476067e-05,0.00010236368653644863
2025-12-29,0.0002900126414405993,3.368221697540621e-05,0.00025633042446519306
2025-12-30,-0.0026221793342590524,0.0006652458606918306,-0.0032874251949508828
2025-12-31,-5.469697020166013e-05,0.0006938306671671404,-0.0007485276373688006
