date,EURUSD,GOLD,HYG,LQD,QQQ,SPY,US10Y_YIELD,US2Y_YIELD,US30Y_YIELD,USDJPY
2024-06-20,,,,,,,,,,
2024-06-21,,,,,,,,,,
2024-06-24,,,,,,,,,,
2024-06-25,,,,,,,,,,
2024-06-26,,,,,,,,,,
2024-06-27,,,,,,,,,,
2024-06-28,,,,,,,,,,
2024-07-01,,,,,,,,,,
2024-07-02,,,,,,,,,,
2024-07-03,,,,,,,,,,
2024-07-04,,,,,,,,,,
2024-07-05,,,,,,,,,,
2024-07-08,,,,,,,,,,
2024-07-09,,,,,,,,,,
2024-07-10,,,,,,,,,,
2024-07-11,,,,,,,,,,
2024-07-12,,,,,,,,,,
2024-07-15,,,,,,,,,,
2024-07-16,,,,,,,,,,
2024-07-17,,,,,,,,,,
2024-07-18,,,,,,,,,,
2024-07-19,,,,,,,,,,
2024-07-22,,,,,,,,,,
2024-07-23,,,,,,,,,,
2024-07-24,,,,,,,,,,
2024-07-25,,,,,,,,,,
2024-07-26,,,,,,,,,,
2024-07-29,,,,,,,,,,
2024-07-30,,,,,,,,,,
2024-07-31,,,,,,,,,,
2024-08-01,,,,,,,,,,
2024-08-02,,,,,,,,,,
2024-08-05,,,,,,,,,,
2024-08-06,,,,,,,,,,
2024-08-07,,,,,,,,,,
2024-08-08,,,,,,,,,,
2024-08-09,,,,,,,,,,
2024-08-12,,,,,,,,,,
2024-08-13,,,,,,,,,,
2024-08-14,,,,,,,,,,
2024-08-15,,,,,,,,,,
2024-08-16,,,,,,,,,,
2024-08-19,,,,,,,,,,
2024-08-20,,,,,,,,,,
2024-08-21,,,,,,,,,,
2024-08-22,,,,,,,,,,
2024-08-23,,,,,,,,,,
2024-08-26,,,,,,,,,,
2024-08-27,,,,,,,,,,
2024-08-28,,,,,,,,,,
2024-08-29,,,,,,,,,,
2024-08-30,,,,,,,,,,
2024-09-02,,,,,,,,,,
2024-09-03,,,,,,,,,,
2024-09-04,,,,,,,,,,
2024-09-05,,,,,,,,,,
2024-09-06,,,,,,,,,,
2024-09-09,,,,,,,,,,
2024-09-10,,,,,,,,,,
2024-09-11,,,,,,,,,,
2024-09-12,,,,,,,,,,
2024-09-13,,,,,,,,,,
2024-09-16,,,,,,,,,,
2024-09-17,,,,,,,,,,
2024-09-18,,,,,,,,,,
2024-09-19,,,,,,,,,,
2024-09-20,,,,,,,,,,
2024-09-23,,,,,,,,,,
2024-09-24,,,,,,,,,,
2024-09-25,,,,,,,,,,
2024-09-26,,,,,,,,,,
2024-09-27,,,,,,,,,,
2024-09-30,,,,,,,,,,
2024-10-01,,,,,,,,,,
2024-10-02,,,,,,,,,,
2024-10-03,,,,,,,,,,
2024-10-04,,,,,,,,,,
2024-10-07,,,,,,,,,,
2024-10-08,,,,,,,,,,
2024-10-09,,,,,,,,,,
2024-10-10,,,,,,,,,,
2024-10-11,,,,,,,,,,
2024-10-14,,,,,,,,,,
2024-10-15,,,,,,,,,,
2024-10-16,,,,,,,,,,
2024-10-17,,,,,,,,,,
2024-10-18,,,,,,,,,,
2024-10-21,,,,,,,,,,
2024-10-22,,,,,,,,,,
2024-10-23,,,,,,,,,,
2024-10-24,,,,,,,,,,
2024-10-25,,,,,,,,,,
2024-10-28,,,,,,,,,,
2024-10-29,,,,,,,,,,
2024-10-30,,,,,,,,,,
2024-10-31,,,,,,,,,,
2024-11-01,,,,,,,,,,
2024-11-04,,,,,,,,,,
2024-11-05,,,,,,,,,,
2024-11-06,,,,,,,,,,
2024-11-07,,,,,,,,,,
2024-11-08,,,,,,,,,,
2024-11-11,,,,,,,,,,
2024-11-12,,,,,,,,,,
2024-11-13,,,,,,,,,,
2024-11-14,,,,,,,,,,
2024-11-15,,,,,,,,,,
2024-11-18,,,,,,,,,,
2024-11-19,,,,,,,,,,
2024-11-20,,,,,,,,,,
2024-11-21,,,,,,,,,,
2024-11-22,,,,,,,,,,
2024-11-25,,,,,,,,,,
2024-11-26,,,,,,,,,,
2024-11-27,,,,,,,,,,
2024-11-28,,,,,,,,,,
2024-11-29,,,,,,,,,,
2024-12-02,,,,,,,,,,
2024-12-03,,,,,,,,,,
2024-12-04,,,,,,,,,,
2024-12-05,,,,,,,,,,
2024-12-06,,,,,,,,,,
2024-12-09,,,,,,,,,,
2024-12-10,,,,,,,,,,
2024-12-11,,,,,,,,,,
2024-12-12,,,,,,,,,,
2024-12-13,,,,,,,,,,
2024-12-16,,,,,,,,,,
2024-12-17,,,,,,,,,,
2024-12-18,,,,,,,,,,
2024-12-19,,,,,,,,,,
2024-12-20,,,,,,,,,,
2024-12-23,,,,,,,,,,
2024-12-24,,,,,,,,,,
2024-12-25,,,,,,,,,,
2024-12-26,,,,,,,,,,
2024-12-27,,,,,,,,,,
2024-12-30,,,,,,,,,,
2024-12-31,,,,,,,,,,
2025-01-01,0.24187885032796666,0.3505776331645354,-0.4909269196712778,-0.43826730957684434,-0.24803485715472773,-0.26092196881193874,0.3215808067504113,-0.3626103696864821,-0.33920378945127916,-1.224161374847072
2025-01-02,0.03672627167763388,-0.38890314404044923,0.1487388549851024,0.25327859988935747,0.44549035180957225,0.7598309909666751,-0.3083016937753938,0.2553936411293385,0.30842103617140587,-0.02055294206784896
2025-01-03,1.1037363378229872,0.5475981301455171,-0.2739848042724037,-0.6532284049761121,-0.29544208124930194,-0.7104825371041843,0.5924111905988834,-0.44293995603553027,-0.5716678262262626,1.6974796923361921
2025-01-06,-0.9020579932220733,-0.9628968408546006,0.6427533506984076,0.6702445117415696,0.6466044264614648,0.9554664802257871,-0.8970934347115669,0.8276670572837465,0.47086078301332257,-1.0878188907291475
2025-01-07,0.4929884225661653,0.1186816088859307,-0.24133149982889984,-0.37096283759943893,-0.22053037405496875,0.35567969104300395,0.2001633787507593,-0.1304776909168231,-0.09947870593021005,0.7534204276159583
2025-01-08,-0.7041704583615455,-0.5516711553300209,0.1355308026386545,0.48297090001563775,0.3034409264203264,0.5727265249347859,-0.4465767030495554,0.3075424650053706,0.10372010640215347,-0.9628572700889986
2025-01-09,0.4655793312482063,0.6803422176164113,0.20284762886879826,-0.6711422821081747,0.21704225308596894,-0.5893529352692052,0.43586761803873414,-0.4081447432399883,-0.04730849031067743,0.8806480018300787
2025-01-10,-1.3004687248236075,-1.0202389335897897,0.9292373558964956,1.534656470062142,0.699134293870471,1.805379507667813,-1.0539612653712465,0.867903291863308,0.6353734423814834,-1.1610514911902938
2025-01-13,0.8023987792715166,1.1011637509468803,-0.5419786856561656,-0.7317889945577004,-1.015347696202975,-1.3886566231511348,1.0650171779743183,-0.8441434410830703,-1.0806399946796774,1.3161300952376793
2025-01-14,0.2494770321547744,0.08183339208043887,0.468742118820615,-0.17731498003599497,-0.027120600589638517,0.2163702254732998,0.11836905891335324,-0.060910170999004004,0.1898823783802778,0.2524438346860714
2025-01-15,0.3678395959619331,0.011790919310848483,-0.8312593538429535,-0.8837694614035918,-0.630700150285942,-0.40824072789091054,0.3038335214163316,-0.4941213762435902,-0.8724402215252994,0.000632385949191541
2025-01-16,0.1988627303985862,-0.053107001026361816,-0.3997022889106644,-0.07060430732595997,-0.16756236334663435,-0.5234157146209674,-0.06695841835228127,0.17800533548264277,0.39627240977127354,-0.16046237004604622
2025-01-17,-0.521990234553751,-0.6012118999154785,1.4600873532303613,1.8747503765005131,1.1773601960242928,1.7959638590653593,-1.084251605041798,0.6650550846094476,1.2931804028560745,-0.15910054622862585
2025-01-20,-0.8893263677103787,-0.858340190530546,0.5282718654875861,0.768703223939679,0.8143236441438156,1.1185730889523255,-0.834956444201663,0.6297403295364232,0.6039411169305375,-0.978120320749791
2025-01-21,1.282975990371866,1.3448068931122874,-0.8207737131831743,0.36800307919511177,-0.7973782385188608,-1.124555243619037,0.9691797860847816,-0.7258197815284038,-0.6073081827156942,1.938293734662306
2025-01-22,-0.7285162227185777,-0.3871281889953771,0.6626081240305978,0.7131030567375451,0.6508757311602146,0.9256200276905956,-0.4240902434022947,0.2855260888208311,0.4904735683709745,-0.40450453485697835
2025-01-23,-0.2560272125416422,-0.8807650714536576,0.5881177519347371,0.323096595439516,0.35714467808397077,-0.31181877302484395,-0.25610194019454646,0.375911486102539,-0.008052197521329041,-1.1656647873773671
2025-01-24,0.3932193619245959,0.0954430126577084,-0.08639451978979722,0.4854978308518704,-0.24532113977089162,-0.1761328385191401,-0.020817029446952528,-0.027434009842494066,-0.08592133464078054,0.3040369207871238
2025-01-27,0.2901137319048584,0.4393650063814598,-0.34561832538112225,-0.4372585289225086,-0.3423059269052101,-0.1325226642109501,0.34130013258372005,-0.28930878988702935,-0.29338786237340037,0.5136527219290526
2025-01-28,0.46006698079478364,0.5912816576370618,-0.4960305890335837,0.09060711558937826,-0.2017039963971192,-0.6749978725216691,0.36213505689686176,-0.2793256625134782,-0.3251151935851939,1.0233464753621087
2025-01-29,-0.6932156710916915,-0.4444283422626803,-0.0907455459812652,-0.33760285983871696,-0.026105650623719487,-0.32669588538576994,-0.2591645462984,0.10130250151093394,-0.04520039060638114,-1.264049194626248
2025-01-30,-0.19278377494748433,-0.26129716456193997,0.7395868655673135,0.12929235778229323,0.24585293297941632,0.22963345978160743,-0.09763225768607281,0.13270663454075987,0.23963951430409106,-0.1458840349654479
2025-01-31,0.20273938702581112,0.24139198030412728,-0.2407149368790761,0.05690627377773615,-0.4096636270838896,-0.5306590361491285,0.24103631116972465,-0.25978405483883205,-0.1375487085314054,0.33592251558537295
2025-02-03,0.04310492543913117,0.29589783538242764,-0.22525034148816972,0.09077327887584963,0.12682321554474946,0.4099270665842405,0.07597070810847627,-0.11130827796679853,0.09216506951983237,0.37151667008802414
2025-02-04,0.05486192586006057,0.2290689168629367,-0.08625464565154074,0.19615756017505181,0.12003280098385098,-0.4641916560574312,0.18824604116208948,-0.247467297672444,0.09461855029988764,0.0803672773713475
2025-02-05,-0.5901101998360594,-0.3684875972346576,0.11234426623534371,-0.40364432991551014,0.4364094268513296,0.3102707957708814,-0.41777790355862504,0.29056734844010773,0.2786778779770956,-0.6963074659166066
2025-02-06,0.9714440146537926,0.9862743723133144,-0.8792435808387388,-0.4720912741063218,-0.29958993673965495,-0.7182378088601309,0.3471108425599642,-0.5638300896594116,-0.24443662365232097,1.5138244878645228
2025-02-07,-0.4334311528893291,-0.5773012629023135,0.7692706979426441,0.26529086433813104,0.4624991622025127,0.37473876307291976,-0.38414474090202716,0.46779254673878207,0.3786098791608975,-0.4196276570051207
2025-02-10,-0.7538125926720748,-0.9419847156870524,0.5279401369644979,0.37058966512739494,0.9791823374742563,0.9360833487271312,-0.7556671300839722,0.9418669950208529,1.0423740200484592,-1.0685675505317362
2025-02-11,-1.027653381682014,-1.0717841855377992,0.5233212952160293,-0.3911139710818425,0.3943069701565291,0.9231074314920055,-0.49275614476061386,0.5488808269617604,0.18419112273422494,-1.5098729726986737
2025-02-12,0.49427560354351285,0.8385572065652851,-0.531880515402357,-0.07826244514482254,-0.30507149793960314,-0.24425515654282365,0.23744456936516248,-0.3137703764867534,0.24460165540665954,0.8004514694528948
2025-02-13,1.0919197491477641,0.8552994363159421,0.02052942344558739,0.08689905251015999,-0.29135447176490264,-0.22259867039339265,0.3385022076093335,-0.3683386029505636,-0.41052293084299635,1.5089669659928941
2025-02-14,-0.055107229224986176,0.4989065335757873,-0.8934993787035701,-0.8269322089250744,-0.48509223990373174,-1.2842571356602355,0.24585872739756384,-0.5329980775469567,-0.6347474338078453,-0.015778873624857068
2025-02-17,-0.34804247941538996,-0.3738304787859135,0.01745944166326928,-0.29577846978604183,0.29037360235360155,0.6017865551155602,-0.49784685214151037,0.627440822581978,0.8082970670536616,-0.6309087688377882
2025-02-18,0.6940546302919789,0.45338807934549025,0.35371206320382725,-0.26361584653659625,-0.2131699836693667,0.013672360466849904,0.3320914555345427,-0.32448744207859215,-0.40273555419695306,1.0030975118522896
2025-02-19,0.819858411548193,0.5678718270882863,-0.0629728540997305,0.42812703427716525,-0.12628942370113289,-0.38658189923637537,0.417817257628607,-0.3620074541857187,-0.32417782409565143,1.6254128374008476
2025-02-20,-0.02779122901265724,-0.154794405414848,0.18329820594523938,0.006922973377557228,-0.20376149064505808,0.07175279426433752,-0.03027399154746028,0.043673097275498673,-0.022826104041380926,-0.2321394398718903
2025-02-21,0.18312465867602354,0.35258332732186676,-0.44864100714035776,-0.37700629056612905,-0.4616535077794038,-0.12174319103063945,0.17279985670385015,-0.2810668748341139,-0.27062001486741677,0.47771717652146617
2025-02-24,-0.8028261988922368,-0.5991537037095287,0.7395213814671423,0.4669803439169782,0.8123348234976254,0.9923045411127934,-0.33462163083904933,0.6447133736975686,0.560852760701419,-0.38836013431455746
2025-02-25,1.2515028867305724,1.7118878065326402,-1.9113105522746698,-0.5839442678617742,-1.4110873458775124,-1.926780163957256,0.8572960290751472,-1.156340627243335,-1.1779483558506807,1.6558707425374892
2025-02-26,0.2747140146308375,0.16649645765100307,-0.10203742120712847,0.11771375998922022,0.1490516013285677,0.23979370832651326,0.026541576728377203,-0.0066818969857148705,0.1439376197889045,0.4780420409788149
2025-02-27,-0.7583166290814235,-0.36301882376941574,0.000820380751955491,0.3043560494375286,0.13875408886888566,-0.007570665700273709,-0.04181362522294905,0.010612173833317137,0.048216150412156836,-0.6770721106574437
2025-02-28,-1.367604258226372,-1.2482215844354294,1.5775944749317221,1.3944725433356973,0.8338728358425255,0.8902142675367157,-0.2764102892993736,0.6684505513800667,0.6637219564336588,-0.7125344941665616
2025-03-03,0.1302451073690609,-0.024780702447555952,0.12209849367241032,0.3398804407478594,-0.11592267334025241,-0.07299093227086885,0.17564741375511858,-0.11755864416292472,-0.3105677750405099,0.07611205175702748
2025-03-04,0.44273128980998994,0.5602827522993692,-0.8764236156451675,-0.44307195564573815,-0.4031556073534665,-0.34676771806940165,0.09824388591577726,-0.38711819002729386,-0.1560251157339389,0.4348793442193519
2025-03-05,-0.47751931596067143,-0.3224787622742143,-0.003078838311560745,-0.031346304140882165,0.4577885617585916,0.40524896071507177,-0.31369038075846895,0.2966453035606215,0.6948847583224004,-0.8367185023109364
2025-03-06,1.2508945299230272,0.5249885251355486,-0.4958994543442775,-0.09304341070906756,-0.465270597612923,-0.9416594862418312,0.303446340628445,-0.28113597736015117,-0.27248959997614697,1.2727417774936476
2025-03-07,0.7040478377019438,0.5943358127821765,-1.0820288364895412,-0.5959551293277511,-1.1952262385516705,-1.4455692051178513,0.3814680110278545,-0.631543324725868,-0.4266378695020886,0.4691284717656271
2025-03-10,-1.719612855306246,-1.3565492383762308,0.28075825700615425,0.18330150944530837,0.889150874543749,0.9429279268132841,-0.687087300791304,0.7358116946958337,0.32850726135367436,-2.063795242853843
2025-03-11,-1.2074440787686704,-0.989321661710207,0.7149228765850738,0.3797747826948836,0.9781015077974166,0.9024625847435088,-0.7620492504291716,0.9300524414097933,0.7618620031476664,-1.0776418947781978
2025-03-12,0.8385500126027207,0.7316927651162903,-0.1183297416003571,-0.32376500092800076,-0.4121473908441802,0.05099812480468747,0.30520637867994665,-0.4391093267177069,-0.22143584843556344,1.0851828698876345
2025-03-13,0.8452129848894347,1.2692560362166105,-1.3717827339305373,-0.7690115139872628,-2.0100689457173964,-1.9912873515930156,0.9517803112844411,-1.330993446584449,-0.7701551697383752,1.117104983799748
2025-03-14,-0.968724623152133,-1.2175874511309868,0.9934777313129358,1.0320043937358092,1.3295707967418307,1.1034698656417352,-0.7070547354708001,1.063123269609736,0.5763842922907243,-0.8045580761382175
2025-03-17,0.07494572909480247,0.23268163483797433,0.12437461751605407,-0.7421567972919602,-0.44106343159999906,-0.3724697377041395,0.03849221436297233,-0.1340060782793141,-0.08361691559502162,0.21806814736044064
2025-03-18,-0.019086900275990974,-0.2732268356099028,0.5406361329258035,0.7675153828978678,0.7495332627446705,1.0430096271915499,-0.2054502299830189,0.49286741439152226,0.3321595446839736,0.3628727842940459
2025-03-19,-0.3830239211802305,-0.8937980024107597,0.44010909732562103,0.7929303877125058,0.39303769381521064,0.5571849253131049,-0.36708981668192914,0.5660435835937536,0.2526193822403035,-0.7688430349970832
2025-03-20,0.47247447958065886,0.2835614616283721,0.2652804557653785,-0.12144000623197804,-0.0383953037692116,-0.09764188655275974,0.07958665344532517,-0.03549692117500705,-0.13107034180436947,0.827070474605132
2025-03-21,-0.17673859611444181,0.21349239183762092,-0.33931690373955153,-0.4887801048515663,-0.3005558597632961,-0.291146107901102,0.12190035830888273,-0.163701087926796,-0.26509994944503235,0.0629461591792229
2025-03-24,-0.1127030980375425,-0.27329354752758733,0.44051501731210385,0.128460119621663,0.7154594126179515,0.4815895816739108,-0.18528907247839183,0.2530480455058461,0.028101912238023056,-0.07623439342863231
2025-03-25,-0.9307027313421862,-1.7510995715763138,1.2414168550469844,1.1869062181059449,0.8872351929972444,1.1348475316340605,-1.0104007198507399,1.5471294521351167,0.8470020914163122,-1.0982132284873145
2025-03-26,1.2421231305555527,1.7681259507572056,-0.9957022815357947,-0.7936254650194143,-1.1151458162632903,-1.0674898483181983,0.9926940333346507,-1.2756522069286889,-0.722189808225608,1.8028067202295293
2025-03-27,0.8135516766833729,1.8620996332570932,-1.5001563546101306,-1.1809923915108023,-1.1694778488105961,-1.256704086072281,1.0263130469296973,-1.3430043287215716,-0.7013716668256125,1.6289389387855588
2025-03-28,-0.8986957328417917,-1.2497257065401646,0.39029869587242283,1.034611243198143,0.8821028408864718,0.9530991992410236,-0.67245908259428,0.7133761084286258,0.3172116834791168,-1.1753575325816221
2025-03-31,-0.3835885527939118,-0.39472976258191356,0.3351667869247785,0.3468791212798981,0.026331956050167343,0.23967240857468142,-0.14161297752195756,0.21712657872810046,0.29050793489703175,-0.48379826794588077
2025-04-01,0.840494425698341,0.8511654379811031,-0.2994879232437389,-1.3240534101131234,-0.6188480490051079,-0.5648989241467351,0.44364864481702027,-0.5409619980390257,-0.22372963340289506,0.924403512379852
2025-04-02,-0.35228046469654184,-0.7925585777725792,0.9866850782202156,0.9554139665068982,0.5536103596573972,0.6777840609817067,-0.4182886794254307,0.6543240413611372,0.5295432918087078,-0.326628926561376
2025-04-03,-0.08158902031335899,-0.40346338823932004,0.3649747525432091,0.3522720815812157,-0.010115987542512264,0.16203642837257598,-0.3089514823343011,0.4641127813865484,0.2834860960886986,-0.055131750642885
2025-04-04,0.6049498236576316,0.46636034624276707,0.12249836800567611,0.5369393395744486,0.05516347563624614,0.12200392063247456,0.3575916667884486,-0.29691167426890036,-0.09090904372342572,0.8002975527392111
2025-04-07,1.623062868112453,1.8612613286976025,-0.8685881503513817,0.07723194817854259,-0.5833590978422284,-0.922976543687674,1.1867829771613336,-1.1108143936612611,-0.34376515165095733,2.676841439493081
2025-04-08,0.2156310816378994,0.2976341276995811,-0.3558315550547377,-0.10246656648670582,-0.28199755254995446,-0.2859378440348813,0.14952722752094588,-0.15479520799180238,-0.16248018439777134,0.5262517223494579
2025-04-09,0.10732833550423362,0.16645574226273194,0.00273504014457843,0.13829000166615002,-0.2321985443624399,-0.6561652572483045,0.13265566248237445,-0.10770212550687425,-0.07520731682065641,0.3085486549851771
2025-04-10,-0.5063024904097083,-0.8628683048983418,0.7219447921275922,0.6269666013600302,0.7276173753339464,0.6833152281185889,-0.640980788639815,0.9106435712997155,0.3337647131727564,-1.0259971782115846
2025-04-11,0.1971468366366154,0.8148185898612997,-1.8727619821751122,-1.2537631421028448,-1.6925860275063174,-1.5014314005112477,0.9235222740095582,-1.4148232840450126,-0.6996138740293172,0.20652758989436415
2025-04-14,-0.6281398006437707,-0.4014139292958317,0.2135101245987249,0.49701082731432944,-0.21845747623007356,0.1758603520196515,-0.02470112794535493,-0.07537196667175587,0.1271518962615218,-0.8013938945509207
2025-04-15,0.14577121107290006,-0.34016438207872607,0.48757305354261365,1.1118456334409212,0.4384547879427137,0.28530022170023506,-0.17242716198787889,0.28999053159668714,0.10368672355576007,-0.04891700603138211
2025-04-16,0.056499196843091536,-0.610452710619372,0.9739975757512652,1.6250313624941064,1.180384113312305,1.6112669438395493,-0.5433100865357727,0.9837845055371124,0.4975188815413729,0.2337035244155057
2025-04-17,-0.7085184409927028,-0.5536707080331222,-0.12486000013026731,0.33793952148903367,0.1196886785773691,0.014176555721437329,-0.5018337417994575,0.335307989054606,0.1296361476147472,-1.1591260394416378
2025-04-18,0.6955883431965931,0.30104967221634427,-0.47974998126517704,0.1388684093706698,0.04536217670809455,-0.14313321299929924,0.38828526255861534,-0.40133336571952505,-0.20992376765765192,0.7567546109162495
2025-04-21,1.0309296585175336,0.5912553910562892,-0.8938617116565054,-0.9678711037125673,0.015709849009055227,-0.15279745753728494,0.4222847358309818,-0.5830426322996257,-0.12481276389046103,0.31800289617449523
2025-04-22,-0.6173417452613011,-0.4407023518008094,0.5826768188564619,0.7564528325810872,0.4341839436452448,0.27618781441983237,-0.17660267018091289,0.2723235790433679,0.15895295649646993,-0.39646733645988474
2025-04-23,-0.35303570261956463,-0.3894555303887314,0.357631491523397,1.0238374587388317,0.5791850997539175,0.5624083433397393,-0.20843716271969706,0.41468433906516217,0.3138129339035716,0.00879848331698729
2025-04-24,0.9636498420337133,1.0530300078190407,-0.4895761032506302,-1.286966704199664,0.008650064405987949,-0.2463403154409174,0.8390777463886884,-0.8069802475019804,-0.20030543224424008,0.8132662210559591
2025-04-25,-0.893703656820386,-1.1557927912477353,0.21062533815081017,0.1315226729064,0.5184397919733392,0.7926574248800003,-0.85788544839165,0.8545476322689733,0.46242987831451704,-1.259123931340823
2025-04-28,-1.2005474264665845,-0.9781734460062556,0.7942264708947272,1.1977957043326564,0.3593117544190797,0.5776966887043177,-0.6787187663564646,0.717361292536839,0.43587235965631393,-1.3299775414145232
2025-04-29,-0.7330812527104776,-0.7913163468338554,0.6168947026068131,0.7918907807286547,0.23880205982848884,0.6062578072807289,-0.6535082575769267,0.8248276274278608,0.14267237122371149,-0.5274325591002318
2025-04-30,0.4336481830767765,-0.040406192279696496,0.13026022745325042,1.198046817457917,0.40931749457259803,0.4054664344007912,-0.3670345403418597,0.6915835562346371,0.10188923431575536,1.060836672275083
2025-05-01,0.4651753532040527,0.5516163067908226,-0.659585845606878,0.64733199675149,0.6678121150329493,0.9141809888551515,0.0004918449720214086,0.2772226463609422,0.21522116072882944,1.3498553087227267
2025-05-02,0.31227152708356776,0.22270389270553775,-0.17228263250120882,-0.7581233048721633,-0.36173856602975524,-0.22402546265777207,0.015373922226433464,0.027812919288492832,0.09465226416403903,0.26292112879128
2025-05-05,-0.7340531476716262,-0.5756929099374793,0.3986460437401598,0.7033075646984219,0.5428907621228886,-0.0005601813066046284,-0.4346110335365938,0.648202797304521,0.12492008004996083,-0.2053219151281748
2025-05-06,0.13624622245407278,0.4057538906389875,-0.11889996820667896,0.6200359359273353,-0.5125867188977636,-0.20530555903817302,0.4855998982274015,-0.45652335890629075,-0.29079564632598764,0.5003083469022033
2025-05-07,0.59602567337426,0.7359568345286297,0.08829495059684887,-0.1693909616355356,-0.7087833721066814,-0.3147752061488784,0.6154928669445838,-0.640938323218461,-0.38387489480324655,1.154493166163747
2025-05-08,0.07096078064930053,-0.16508914316448203,0.49841206914115227,0.4075827961301438,0.3634960558173002,0.3763030204150641,-0.23858878997151306,0.5549151174636398,0.21885162481255496,0.24776383249202938
2025-05-09,-0.6426322840780095,-0.8736733307701807,-0.30671549991097236,0.15963673617312565,0.37198003377510014,1.276729855705201,-1.0009985174469196,1.101475667143717,0.3557929221678975,-0.732143860714987
