asset,neighbor,edge_weight,neighbor_change,contribution,abs_contribution,date
EURUSD,QQQ,-0.3847066207990998,0.005000286890912697,-0.0019236434728290607,0.0019236434728290607,2025-01-01
EURUSD,SPY,-0.2837502450495198,0.005013866135374023,-0.0014226857445578678,0.0014226857445578678,2025-01-01
EURUSD,HYG,-0.30918049194158664,-0.004553078061560356,0.0014077229149216765,0.0014077229149216765,2025-01-01
EURUSD,LQD,-0.3849400435038131,0.0025143869357497906,-0.0009678882164329437,0.0009678882164329437,2025-01-01
EURUSD,US2Y_YIELD,-0.41109358082549785,0.0015230213412475795,-0.00062610429684712,0.00062610429684712,2025-01-01
GOLD,QQQ,-0.29719270397440056,0.005000286890912697,-0.001486048781758093,0.001486048781758093,2025-01-01
GOLD,HYG,-0.24265108727926266,-0.004553078061560356,0.001104809342104978,0.001104809342104978,2025-01-01
GOLD,SPY,-0.21640904957953006,0.005013866135374023,-0.0010850460050752838,0.0010850460050752838,2025-01-01
GOLD,LQD,-0.36550366852300975,0.0025143869357497906,-0.0009190176491028776,0.0009190176491028776,2025-01-01
GOLD,EURUSD,0.11952858131319331,-0.005060232755122074,-0.0006048424423342931,0.0006048424423342931,2025-01-01
HYG,QQQ,0.35980386793669916,0.005000286890912697,0.0017991225641435602,0.0017991225641435602,2025-01-01
HYG,SPY,0.35514618453802704,0.005013866135374023,0.0017806554277625074,0.0017806554277625074,2025-01-01
HYG,EURUSD,-0.30918049194158637,-0.005060232755122074,0.0015645252525675717,0.0015645252525675717,2025-01-01
HYG,US10Y_YIELD,-0.4088041004291124,-0.0012599216846116007,0.0005150611508887773,0.0005150611508887773,2025-01-01
HYG,US2Y_YIELD,0.3051192443766748,0.0015230213412475795,0.00046470312081101127,0.00046470312081101127,2025-01-01
LQD,EURUSD,-0.38494004350381333,-0.005060232755122074,0.0019478862168961122,0.0019478862168961122,2025-01-01
LQD,QQQ,0.20226601483230155,0.005000286890912697,0.0010113881024431106,0.0010113881024431106,2025-01-01
LQD,US2Y_YIELD,0.4119610224195939,0.0015230213412475795,0.0006274254289072141,0.0006274254289072141,2025-01-01
LQD,US10Y_YIELD,-0.48355614873653163,-0.0012599216846116007,0.0006092428775204287,0.0006092428775204287,2025-01-01
LQD,HYG,0.10970902850314607,-0.004553078061560356,-0.0004995137708327742,0.0004995137708327742,2025-01-01
QQQ,SPY,0.5324426063227399,0.005013866135374023,0.002669595952871868,0.002669595952871868,2025-01-01
QQQ,EURUSD,-0.3847066207991,-0.005060232755122074,0.0019467050436799327,0.0019467050436799327,2025-01-01
QQQ,HYG,0.35980386793669866,-0.004553078061560356,-0.0016382150975671422,0.0016382150975671422,2025-01-01
QQQ,LQD,0.20226601483230094,0.0025143869357497906,0.0005085750252405109,0.0005085750252405109,2025-01-01
QQQ,US10Y_YIELD,-0.3903118219578879,-0.0012599216846116007,0.0004917623282450053,0.0004917623282450053,2025-01-01
SPY,QQQ,0.53244260632274,0.005000286890912697,0.0026623657845589867,0.0026623657845589867,2025-01-01
SPY,HYG,0.3551461845380272,-0.004553078061560356,-0.0016170083014669574,0.0016170083014669574,2025-01-01
SPY,EURUSD,-0.28375024504951973,-0.005060232755122074,0.0014358422842734948,0.0014358422842734948,2025-01-01
SPY,US10Y_YIELD,-0.29184930438025625,-0.0012599216846116007,0.00036770726722749626,0.00036770726722749626,2025-01-01
SPY,US2Y_YIELD,0.16400923084071126,0.0015230213412475795,0.00024978955873200396,0.00024978955873200396,2025-01-01
US10Y_YIELD,QQQ,-0.3903118219578877,0.005000286890912697,-0.0019516710867042767,0.0019516710867042767,2025-01-01
US10Y_YIELD,HYG,-0.4088041004291122,-0.004553078061560356,0.0018613169811397073,0.0018613169811397073,2025-01-01
US10Y_YIELD,EURUSD,0.35398865438236166,-0.005060232755122074,-0.0017912649838472134,0.0017912649838472134,2025-01-01
US10Y_YIELD,SPY,-0.2918493043802563,0.005013866135374023,-0.0014632933438646326,0.0014632933438646326,2025-01-01
US10Y_YIELD,LQD,-0.4835561487365315,0.0025143869357497906,-0.0012158472630846174,0.0012158472630846174,2025-01-01
US2Y_YIELD,EURUSD,-0.4110935808254978,-0.005060232755122074,0.002080229203113608,0.002080229203113608,2025-01-01
US2Y_YIELD,HYG,0.30511924437667487,-0.004553078061560356,-0.0013892317377313115,0.0013892317377313115,2025-01-01
US2Y_YIELD,QQQ,0.2600471917517362,0.005000286890912697,0.001300310563934867,0.001300310563934867,2025-01-01
US2Y_YIELD,LQD,0.4119610224195939,0.0025143869357497906,0.0010358294128099536,0.0010358294128099536,2025-01-01
US2Y_YIELD,SPY,0.16400923084071117,0.005013866135374023,0.0008223203284009826,0.0008223203284009826,2025-01-01
US30Y_YIELD,EURUSD,-0.2167584972704814,-0.005060232755122074,0.0010968484478391287,0.0010968484478391287,2025-01-01
US30Y_YIELD,HYG,0.23211704541823336,-0.004553078061560356,-0.001056847027207967,0.001056847027207967,2025-01-01
US30Y_YIELD,US2Y_YIELD,0.4001440152302055,0.0015230213412475795,0.0006094278747680995,0.0006094278747680995,2025-01-01
US30Y_YIELD,LQD,0.2406000470611675,0.0025143869357497906,0.0006049616150713843,0.0006049616150713843,2025-01-01
US30Y_YIELD,US10Y_YIELD,-0.4747210397590475,-0.0012599216846116007,0.0005981113321337898,0.0005981113321337898,2025-01-01
USDJPY,EURUSD,-0.21110162526964088,-0.005060232755122074,0.0010682233588489424,0.0010682233588489424,2025-01-01
USDJPY,HYG,-0.12190409351768254,-0.004553078061560356,0.0005550388538097624,0.0005550388538097624,2025-01-01
USDJPY,SPY,-0.11067676931608911,0.005013866135374023,-0.000554918505646542,0.000554918505646542,2025-01-01
USDJPY,QQQ,-0.07519865395952308,0.005000286890912697,-0.00037601484360808344,0.00037601484360808344,2025-01-01
USDJPY,LQD,-0.083386698725345,0.0025143869357497906,-0.00020966642589031117,0.00020966642589031117,2025-01-01
EURUSD,GOLD,0.2344209135957965,-0.008010799340032015,-0.0018778988999229088,0.0018778988999229088,2025-01-02
EURUSD,US2Y_YIELD,-0.5278738452314641,-0.0031561284376032295,0.0016660376544019896,0.0016660376544019896,2025-01-02
EURUSD,HYG,-0.38834549345339214,-0.0034366955211186934,0.0013346252179979017,0.0013346252179979017,2025-01-02
EURUSD,LQD,-0.49205947809293005,-0.002290285697429617,0.0011269567849609198,0.0011269567849609198,2025-01-02
EURUSD,US10Y_YIELD,0.4854655302218099,0.0012599216846116007,0.0006116485486579266,0.0006116485486579266,2025-01-02
GOLD,EURUSD,0.23442091359579664,0.006982296576983821,0.001636796342573351,0.001636796342573351,2025-01-02
GOLD,US2Y_YIELD,-0.3593243990085718,-0.0031561284376032295,0.0011340739540356432,0.0011340739540356432,2025-01-02
GOLD,LQD,-0.43819728029838667,-0.002290285697429617,0.001003596963719952,0.001003596963719952,2025-01-02
GOLD,HYG,-0.27978260783480263,-0.0034366955211186934,0.000961527635232774,0.000961527635232774,2025-01-02
GOLD,US10Y_YIELD,0.33299850012533877,0.0012599216846116007,0.00041955203125105313,0.00041955203125105313,2025-01-02
HYG,EURUSD,-0.3883454934533921,0.006982296576983821,-0.002711543409626712,0.002711543409626712,2025-01-02
HYG,GOLD,-0.2797826078348024,-0.008010799340032015,0.0022412823301954715,0.0022412823301954715,2025-01-02
HYG,US2Y_YIELD,0.4357793961752416,-0.0031561284376032295,-0.0013753757447902439,0.0013753757447902439,2025-01-02
HYG,US10Y_YIELD,-0.5167448251704451,0.0012599216846116007,-0.0006510580106430742,0.0006510580106430742,2025-01-02
HYG,LQD,0.26812571294973087,-0.002290285697429617,-0.0006140844854818876,0.0006140844854818876,2025-01-02
LQD,GOLD,-0.43819728029838695,-0.008010799340032015,0.0035103104838181422,0.0035103104838181422,2025-01-02
LQD,EURUSD,-0.4920594780929301,0.006982296576983821,-0.003435705209560711,0.003435705209560711,2025-01-02
LQD,US2Y_YIELD,0.5583049114095339,-0.0031561284376032295,-0.0017620820077531817,0.0017620820077531817,2025-01-02
LQD,HYG,0.26812571294973064,-0.0034366955211186934,-0.0009214664367910957,0.0009214664367910957,2025-01-02
LQD,US10Y_YIELD,-0.5987910887840561,0.0012599216846116007,-0.0007544298773112225,0.0007544298773112225,2025-01-02
QQQ,EURUSD,-0.499552634040071,0.006982296576983821,-0.003488024646681239,0.003488024646681239,2025-01-02
QQQ,GOLD,-0.36554425339159347,-0.008010799340032015,0.002928301663821873,0.002928301663821873,2025-01-02
QQQ,HYG,0.4781566712212246,-0.0034366955211186934,-0.0016432788903790064,0.0016432788903790064,2025-01-02
QQQ,US2Y_YIELD,0.43669826655055355,-0.0031561284376032295,-0.0013782758177122373,0.0013782758177122373,2025-01-02
QQQ,LQD,0.3767411047462235,-0.002290285697429617,-0.000862844763834109,0.000862844763834109,2025-01-02
SPY,EURUSD,-0.3981864936448171,0.006982296576983821,-0.0027802561915773964,0.0027802561915773964,2025-01-02
SPY,GOLD,-0.2669421206950428,-0.008010799340032015,0.0021384197642905956,0.0021384197642905956,2025-01-02
SPY,HYG,0.47882625325997275,-0.0034366955211186934,-0.0016455800399725934,0.0016455800399725934,2025-01-02
SPY,US2Y_YIELD,0.3223902759731724,-0.0031561284376032295,-0.0010175051180056826,0.0010175051180056826,2025-01-02
SPY,QQQ,0.628384401812549,0.0009458353932769725,0.0005943482078174874,0.0005943482078174874,2025-01-02
US10Y_YIELD,EURUSD,0.4854655302218098,0.006982296576983821,0.0033896643099113784,0.0033896643099113784,2025-01-02
US10Y_YIELD,GOLD,0.33299850012533877,-0.008010799340032015,-0.002667584165035715,0.002667584165035715,2025-01-02
US10Y_YIELD,US2Y_YIELD,-0.6714434487576508,-0.0031561284376032295,0.0021191617628664085,0.0021191617628664085,2025-01-02
US10Y_YIELD,HYG,-0.5167448251704452,-0.0034366955211186934,0.001775894626224531,0.001775894626224531,2025-01-02
US10Y_YIELD,LQD,-0.5987910887840557,-0.002290285697429617,0.0013714026663904308,0.0013714026663904308,2025-01-02
US2Y_YIELD,EURUSD,-0.527873845231464,0.006982296576983821,-0.003685771742638938,0.003685771742638938,2025-01-02
US2Y_YIELD,GOLD,-0.3593243990085717,-0.008010799340032015,0.002878475658435267,0.002878475658435267,2025-01-02
US2Y_YIELD,HYG,0.4357793961752417,-0.0034366955211186934,-0.0014976410990312618,0.0014976410990312618,2025-01-02
US2Y_YIELD,LQD,0.558304911409534,-0.002290285697429617,-0.0012786777534059652,0.0012786777534059652,2025-01-02
US2Y_YIELD,US10Y_YIELD,-0.6714434487576507,0.0012599216846116007,-0.0008459661610801623,0.0008459661610801623,2025-01-02
US30Y_YIELD,GOLD,-0.32674726183060354,-0.008010799340032015,0.002617506749429867,0.002617506749429867,2025-01-02
US30Y_YIELD,EURUSD,-0.25582714803513584,0.006982296576983821,-0.0017862610200252622,0.0017862610200252622,2025-01-02
US30Y_YIELD,US2Y_YIELD,0.47246663796545463,-0.0031561284376032295,-0.001491165391901561,0.001491165391901561,2025-01-02
US30Y_YIELD,HYG,0.3659353450956793,-0.0034366955211186934,-0.0012576083615093445,0.0012576083615093445,2025-01-02
US30Y_YIELD,LQD,0.37218426575888897,-0.002290285697429617,-0.000852408300675927,0.000852408300675927,2025-01-02
USDJPY,EURUSD,-0.14758918473388907,0.006982296576983821,-0.0010305114593672665,0.0010305114593672665,2025-01-02
USDJPY,GOLD,-0.06000878866477567,-0.008010799340032015,0.00048071836463190566,0.00048071836463190566,2025-01-02
USDJPY,HYG,-0.09034848259978331,-0.0034366955211186934,0.0003105002254905455,0.0003105002254905455,2025-01-02
USDJPY,US2Y_YIELD,-0.06197977172129628,-0.0031561284376032295,0.00019561612008573966,0.00019561612008573966,2025-01-02
USDJPY,LQD,-0.053597844203521865,-0.002290285697429617,0.00012275437599238703,0.00012275437599238703,2025-01-02
EURUSD,QQQ,-0.4224839614400575,0.01165248757142745,-0.004922989109807705,0.004922989109807705,2025-01-03
EURUSD,HYG,-0.34274857274136056,0.008421256902073182,-0.002886373783873915,0.002886373783873915,2025-01-03
EURUSD,SPY,-0.3411958172381948,0.0064742956099044235,-0.0022090025816629967,0.0022090025816629967,2025-01-03
EURUSD,US2Y_YIELD,-0.4478766910747479,0.0037001592564766925,-0.0016572150842403806,0.0016572150842403806,2025-01-03
EURUSD,LQD,-0.4066852198687607,0.0021618878967712973,-0.0008792078546300477,0.0008792078546300477,2025-01-03
GOLD,QQQ,-0.33721497393367994,0.01165248757142745,-0.003929393292661437,0.003929393292661437,2025-01-03
GOLD,HYG,-0.2612857014959346,0.008421256902073182,-0.0022003540171356725,0.0022003540171356725,2025-01-03
GOLD,SPY,-0.2589242396074782,0.0064742956099044235,-0.001676352067788537,0.001676352067788537,2025-01-03
GOLD,EURUSD,0.11263020661619676,0.010910350219784953,0.001228834999509447,0.001228834999509447,2025-01-03
GOLD,US2Y_YIELD,-0.2855056216944495,0.0037001592564766925,-0.0010564162688888501,0.0010564162688888501,2025-01-03
HYG,QQQ,0.3799325451992488,0.01165248757142745,0.004427159260915045,0.004427159260915045,2025-01-03
HYG,EURUSD,-0.34274857274135917,0.010910350219784953,-0.003739506965939667,0.003739506965939667,2025-01-03
HYG,SPY,0.38925489670665053,0.0064742956099044235,0.0025201512688816674,0.0025201512688816674,2025-01-03
HYG,GOLD,-0.261285701495933,-0.006137842906341895,0.0016037305894553782,0.0016037305894553782,2025-01-03
HYG,US2Y_YIELD,0.345780658694869,0.0037001592564766925,0.0012794435049804276,0.0012794435049804276,2025-01-03
LQD,EURUSD,-0.4066852198687604,0.010910350219784953,-0.004437078177978422,0.004437078177978422,2025-01-03
LQD,QQQ,0.26292840539018464,0.01165248757142745,0.0030637699759843645,0.0030637699759843645,2025-01-03
LQD,GOLD,-0.36691342500945623,-0.006137842906341895,0.0022520569629358995,0.0022520569629358995,2025-01-03
LQD,US2Y_YIELD,0.4589824923139465,0.0037001592564766925,0.0016983083174961916,0.0016983083174961916,2025-01-03
LQD,HYG,0.1429253366063614,0.008421256902073182,0.0012036109773774536,0.0012036109773774536,2025-01-03
QQQ,EURUSD,-0.4224839614400583,0.010910350219784953,-0.004609447981553157,0.004609447981553157,2025-01-03
QQQ,SPY,0.5537714715075035,0.0064742956099044235,0.0035852802068713423,0.0035852802068713423,2025-01-03
QQQ,HYG,0.3799325451992484,0.008421256902073182,0.0031995095685814017,0.0031995095685814017,2025-01-03
QQQ,GOLD,-0.33721497393368044,-0.006137842906341895,0.0020697725356711074,0.0020697725356711074,2025-01-03
QQQ,US2Y_YIELD,0.3145673002183804,0.0037001592564766925,0.001163949107687923,0.001163949107687923,2025-01-03
SPY,QQQ,0.5537714715075037,0.01165248757142745,0.006452815189152278,0.006452815189152278,2025-01-03
SPY,EURUSD,-0.3411958172381954,0.010910350219784953,-0.003722565859594452,0.003722565859594452,2025-01-03
SPY,HYG,0.3892548967066503,0.008421256902073182,0.0032780154855566626,0.0032780154855566626,2025-01-03
SPY,GOLD,-0.2589242396074786,-0.006137842906341895,0.0015892363073547317,0.0015892363073547317,2025-01-03
SPY,US2Y_YIELD,0.2156586272657945,0.0037001592564766925,0.0007979712659165864,0.0007979712659165864,2025-01-03
US10Y_YIELD,QQQ,-0.42906347613748397,0.01165248757142745,-0.00499965682304549,0.00499965682304549,2025-01-03
US10Y_YIELD,EURUSD,0.3881705194510644,0.010910350219784953,0.00423507631220696,0.00423507631220696,2025-01-03
US10Y_YIELD,HYG,-0.42862376268135693,0.008421256902073182,-0.0036095508198729547,0.0036095508198729547,2025-01-03
US10Y_YIELD,US2Y_YIELD,-0.5999517889997502,0.0037001592564766925,-0.002219917165507177,0.002219917165507177,2025-01-03
US10Y_YIELD,SPY,-0.3390784098226758,0.0064742956099044235,-0.002195293860128323,0.002195293860128323,2025-01-03
US2Y_YIELD,EURUSD,-0.44787669107474787,0.010910350219784953,-0.004886491554903933,0.004886491554903933,2025-01-03
US2Y_YIELD,QQQ,0.31456730021838025,0.01165248757142745,0.0036654915561721633,0.0036654915561721633,2025-01-03
US2Y_YIELD,HYG,0.3457806586948697,0.008421256902073182,0.0029119077586375825,0.0029119077586375825,2025-01-03
US2Y_YIELD,GOLD,-0.28550562169444943,-0.006137842906341895,0.001752388654838009,0.001752388654838009,2025-01-03
US2Y_YIELD,SPY,0.21565862726579438,0.0064742956099044235,0.001396237703744947,0.001396237703744947,2025-01-03
US30Y_YIELD,EURUSD,-0.2125509799451338,0.010910350219784953,-0.0023190056307598977,0.0023190056307598977,2025-01-03
US30Y_YIELD,HYG,0.2741863682513474,0.008421256902073182,0.0023089938460910384,0.0023089938460910384,2025-01-03
US30Y_YIELD,GOLD,-0.284283909714711,-0.006137842906341895,0.0017448899786295788,0.0017448899786295788,2025-01-03
US30Y_YIELD,QQQ,0.14284812235891808,0.01165248757142745,0.0016645359703890406,0.0016645359703890406,2025-01-03
US30Y_YIELD,US2Y_YIELD,0.41325761028270014,0.0037001592564766925,0.0015291189719969704,0.0015291189719969704,2025-01-03
USDJPY,EURUSD,-0.1975302882275138,0.010910350219784953,-0.0021551246235772406,0.0021551246235772406,2025-01-03
USDJPY,HYG,-0.12678026832160352,0.008421256902073182,-0.0010676492096499937,0.0010676492096499937,2025-01-03
USDJPY,QQQ,-0.06902177033503289,0.01165248757142745,-0.0008042753209868906,0.0008042753209868906,2025-01-03
USDJPY,SPY,-0.09613235706783557,0.0064742956099044235,-0.0006223892973340523,0.0006223892973340523,2025-01-03
USDJPY,GOLD,-0.09080572969516305,-0.006137842906341895,0.0005573513038646561,0.0005573513038646561,2025-01-03
EURUSD,QQQ,-0.4603858984588878,-0.013985141242836008,0.006438561816157502,0.006438561816157502,2025-01-06
EURUSD,SPY,-0.3774672915556603,-0.012955824246041914,0.004890399888024596,0.004890399888024596,2025-01-06
EURUSD,HYG,-0.3988610930687764,-0.007279425756834712,0.002903479714284098,0.002903479714284098,2025-01-06
EURUSD,LQD,-0.45053307418464894,-0.006311640670006113,0.0028436028742067116,0.0028436028742067116,2025-01-06
EURUSD,US2Y_YIELD,-0.4893720458289401,-0.001606442417617171,0.0007861480124157035,0.0007861480124157035,2025-01-06
GOLD,QQQ,-0.3302323734983218,-0.013985141242836008,0.004618346386331005,0.004618346386331005,2025-01-06
GOLD,SPY,-0.24696138193691436,-0.012955824246041914,0.0031995882599342926,0.0031995882599342926,2025-01-06
GOLD,LQD,-0.38064857554702347,-0.006311640670006113,0.002402517030402488,0.002402517030402488,2025-01-06
GOLD,HYG,-0.25085360505537757,-0.007279425756834712,0.0018260701938349578,0.0018260701938349578,2025-01-06
GOLD,US2Y_YIELD,-0.29669308320928356,-0.001606442417617171,0.00047662035388101393,0.00047662035388101393,2025-01-06
HYG,QQQ,0.4563645564734092,-0.013985141242836008,-0.006382322780504837,0.006382322780504837,2025-01-06
HYG,SPY,0.4582839561711948,-0.012955824246041914,-0.005937446390934775,0.005937446390934775,2025-01-06
HYG,LQD,0.24322042938560615,-0.006311640670006113,-0.0015351199538865417,0.0015351199538865417,2025-01-06
HYG,US2Y_YIELD,0.4272027051710631,-0.001606442417617171,-0.0006862765465075982,0.0006862765465075982,2025-01-06
HYG,US10Y_YIELD,-0.5027858464507239,0.0010375019053498885,-0.0005216412736755825,0.0005216412736755825,2025-01-06
LQD,QQQ,0.3474025770775815,-0.013985141242836008,-0.0048584741085552,0.0048584741085552,2025-01-06
LQD,SPY,0.22282854590268814,-0.012955824246041914,-0.0028869274777163106,0.0028869274777163106,2025-01-06
LQD,HYG,0.2432204293856059,-0.007279425756834712,-0.0017705050582579778,0.0017705050582579778,2025-01-06
LQD,US2Y_YIELD,0.5305184809993154,-0.001606442417617171,-0.0008522473912071294,0.0008522473912071294,2025-01-06
LQD,US10Y_YIELD,-0.5662191706221759,0.0010375019053498885,-0.000587453468366141,0.000587453468366141,2025-01-06
QQQ,SPY,0.5981851776274032,-0.012955824246041914,-0.007749982027927999,0.007749982027927999,2025-01-06
QQQ,HYG,0.4563645564734092,-0.007279425756834712,-0.003322071906898984,0.003322071906898984,2025-01-06
QQQ,LQD,0.34740257707758165,-0.006311640670006113,-0.002192680234347798,0.002192680234347798,2025-01-06
QQQ,US2Y_YIELD,0.40160729140479084,-0.001606442417617171,-0.0006451589881369959,0.0006451589881369959,2025-01-06
QQQ,US10Y_YIELD,-0.48607226375418716,0.0010375019053498885,-0.0005043008997827027,0.0005043008997827027,2025-01-06
SPY,QQQ,0.598185177627403,-0.013985141242836008,-0.008365704198490177,0.008365704198490177,2025-01-06
SPY,HYG,0.4582839561711947,-0.007279425756834712,-0.0033360440344967052,0.0033360440344967052,2025-01-06
SPY,LQD,0.22282854590268805,-0.006311640670006113,-0.00140641371275773,0.00140641371275773,2025-01-06
SPY,US2Y_YIELD,0.2945226976370107,-0.001606442417617171,-0.0004731337544351305,0.0004731337544351305,2025-01-06
SPY,US10Y_YIELD,-0.38801179158585514,0.0010375019053498885,-0.00040256297306854856,0.00040256297306854856,2025-01-06
US10Y_YIELD,QQQ,-0.48607226375418733,-0.013985141242836008,0.006797789262827347,0.006797789262827347,2025-01-06
US10Y_YIELD,SPY,-0.3880117915858551,-0.012955824246041914,0.005027012577178183,0.005027012577178183,2025-01-06
US10Y_YIELD,HYG,-0.5027858464507238,-0.007279425756834712,0.0036599922408253414,0.0036599922408253414,2025-01-06
US10Y_YIELD,LQD,-0.566219170622176,-0.006311640670006113,0.0035737719454360566,0.0035737719454360566,2025-01-06
US10Y_YIELD,US2Y_YIELD,-0.6501032843536914,-0.001606442417617171,0.0010443534918180071,0.0010443534918180071,2025-01-06
US2Y_YIELD,QQQ,0.4016072914047905,-0.013985141242836008,-0.005616534694448795,0.005616534694448795,2025-01-06
US2Y_YIELD,SPY,0.29452269763701056,-0.012955824246041914,-0.0038157843070552528,0.0038157843070552528,2025-01-06
US2Y_YIELD,LQD,0.5305184809993153,-0.006311640670006113,-0.003348442020865144,0.003348442020865144,2025-01-06
